,Job Title,Company,Location,Salary
81,"Software Engineer, Contact Center Platform",Autodesk,"San Francisco, CA",95000.0
82,3D Mapping Algorithms Engineer,Hivemapper,"Burlingame, CA",135000.0
83,Lead Server-side Clojure Engineer,Parkside Securities,"San Francisco, CA",147500.0
84,Lead Android Engineer,Y Media Labs,"Redwood City, CA",155000.0
85,Senior Haskell Engineer,Groq,"Menlo Park, CA",170000.0
86,Embedded and Firmware Software Engineer,Astranis,"San Francisco, CA",100000.0
87,Node.js + React engineer,Pray.com,"Palo Alto, CA",105000.0
88,Senior Backend Engineer - API Design,Serotiny,"San Francisco, CA",125000.0
89,Senior/Lead Frontend Engineer,"Emprove, Inc.","Burlingame, CA",132500.0
90,Senior Full Stack Engineer,"Emprove, Inc.","Burlingame, CA",132500.0
91,Looking for developer with experience in AWS Lambda using node.js,Verikai Inc.,"San Francisco, CA",100000.0
92,Developer - Node Neo 4J,McKinsey & Company,"San Francisco, CA",140000.0
93,Senior Javascript Engineer,Beautiful.AI,"San Francisco, CA",160000.0
101,Senior Android Developer,UpMetrics,"Folsom, CA",130000.0
105,Full-Stack JavaScript Developer Who Loves System Architecture,"Benningfield Group, Inc.","Folsom, CA",117500.0
