,Job_Title,Company,Location,Salary,Cost of Living
61,"Software Engineer, Recent Graduate",Lumi Labs,San Jose,115500.0,18.54
62,Software QA Intern,Synaptics,San Jose,94500.0,18.54
63,"Software Engineer I - Redwood City, CA",Guardant Health,San Jose,138000.0,18.54
64,"Software Engineer, New Products",Roku,San Jose,117500.0,18.54
65,Software Engineer,Walmart eCommerce,San Jose,116000.0,18.54
66,"2019 University Software Developer, IT",Atlassian,San Jose,116000.0,18.54
67,Software Developer,Valley Tech Force,San Jose,95000.0,18.54
68,2019 Internship - Software Engineer - Vudu,Walmart eCommerce,San Jose,117500.0,18.54
69,Senior Software Developer,Adobe,San Jose,118500.0,18.54
70,Bioinformatics Software Test Engineer,Guardant Health,San Jose,80500.0,18.54
71,Software Quality Test Engineering Intern,Lumentum Operations LLC,San Jose,100500.0,18.54
72,Graphics Software Engineer,Tech Soft 3D,San Jose,114000.0,18.54
73,Sr Software Dev Engineer,Oath Inc,San Jose,139000.0,18.54
74,Software CO-OP Engineer - Summer 2019,NOKIA,San Jose,127500.0,18.54
75,"Software Development Engineer ( node.js, Python )","FireEye, Inc.",San Jose,146500.0,18.54
76,Software Engineer 4,Juniper Networks,San Jose,145000.0,18.54
77,Software Developer (GC /USC/H4 L1 TN EAD Only),Projas Technologies LLC,San Jose,127500.0,18.54
78,Software Engineer (Spectroscopy),Picarro,San Jose,131000.0,18.54
79,"Backend Software engineer - Node, Go",Cellpoint Systems,San Jose,96500.0,18.54
80,Siemens PLC Software Developer,Tango Systems,San Jose,101000.0,18.54
81,Software Systems Engineer,Elo Touch Solutions,San Jose,94000.0,18.54
82,Software Engineer,Bay Area Environmental Research Institute,San Jose,140000.0,18.54
83,Software Engineer,CSS Solutions,San Jose,105500.0,18.54
84,"Director, Software Engineering",Walmart Stores,San Jose,146500.0,18.54
85,Frontend Developer - CPT OPT,The Plum Tree Group,San Jose,60000.0,18.54
86,"Software Engineer, SDK",DFINITY,San Jose,118500.0,18.54
87,"Director, Software Engineering",Walmart eCommerce,San Jose,146500.0,18.54
89,Principal Embedded Software Developer (AMRD2209),Fortinet,San Jose,110500.0,18.54
90,Software QA Engineer - User Trial Project Engineer,Samsung Electronics,San Jose,74500.0,18.54
91,Software Engineer,DELUXE CORPORATION,San Jose,100000.0,18.54
92,Software Engineer,Reside Real Estate,San Jose,122000.0,18.54
93,Software Engineer I,Rrrootshell Technologies,San Jose,106000.0,18.54
94,2019 Uber Career Prep Fellowship - Software Engineering,Uber,San Jose,114500.0,18.54
95,Software Engineer I,Verizon,San Jose,118500.0,18.54
96,Software Engineer Internship - Fall 2019,Affirm,San Jose,125500.0,18.54
97,Software Engineer (Recent Grad),"BirdEye, Inc",San Jose,124000.0,18.54
98,Software Engineer,IBM,San Jose,120000.0,18.54
99,Software Engineer - Internship,Petuum,San Jose,148500.0,18.54
102,Software Engineer,"Altigen Communications, Inc.",San Jose,103500.0,18.54
103,Backend Software Engineer - Features,Fitbit,San Jose,133000.0,18.54
104,Software Developer:,i2 Data Systems,San Jose,85000.0,18.54
105,Software Engineer I,Stellartech Research Corporation,San Jose,112000.0,18.54
106,Software Engineer in Test Intern,Telenav,San Jose,122500.0,18.54
107,Enterprise Software Developer - Intern,Genomic Health,San Jose,83500.0,18.54
108,Software Developer,Teamsoft Technologies,San Jose,77500.0,18.54
109,"Software Engineer - IPV4/6, L2/L3",Marvell,San Jose,133500.0,18.54
110,Software Engineering Summer Intern - Developer Platform,WeWork,San Jose,127500.0,18.54
111,Programmer Analyst,Charvi Information Technologies,San Jose,55162.0,18.54
112,Fall 2019 Software Engineering Co-op,Salesforce,San Jose,106000.0,18.54
113,"Backend Engineer, Toolbox Software",Tesla,San Jose,127500.0,18.54
114,"Software Engineer, Backend",Lily AI,San Jose,182500.0,18.54
119,Software developer,Hatchways,San Jose,67500.0,18.54
121,Software Generalist – Fullstack,Burstorm,San Jose,115000.0,18.54
122,Full-Time Jr. Software Engineer at Venture Backed Startup in...,Robin Healthcare,San Jose,70000.0,18.54
123,Technical Support Specialist,"Anatomage, Inc.",San Jose,72500.0,18.54
124,Call Center Representative (Helpdesk),SUPERMICRO COMPUTER INC,San Jose,62500.0,18.54
125,Software Engineer - Robotics,"Auris Health, Inc.",San Jose,111500.0,18.54
126,Software Engineer,Walt Disney Direct-to-Consumer and International,San Jose,118000.0,18.54
127,Software Engineer,Disney Streaming Services,San Jose,118000.0,18.54
128,Software Engineer,Gfycat,San Jose,122500.0,18.54
129,Software Engineer,GridMaven,San Jose,121000.0,18.54
130,Software Engineer 2,Intuit,San Jose,123000.0,18.54
131,Software Engineer,Radiance Solutions,San Jose,101500.0,18.54
132,"Intern, Automation Software Quality Engineer",Guardant Health,San Jose,105500.0,18.54
133,Assistant Administrative Analyst (Criminal/Traffic),"Superior Court of California, County of Alameda",San Jose,63689.5,18.54
135,Director of Software Engineering,CarIQ,San Jose,153000.0,18.54
136,Full Stack Software Engineer,KLA-Tencor,San Jose,138500.0,18.54
137,Software System Analysts,BluePal software solution and services,San Jose,97500.0,18.54
138,"Software Engineer, Facebook Connectivity",Facebook,San Jose,137500.0,18.54
139,Front End Developer,The Mice Groups,San Jose,148500.0,18.54
140,Software Test Engineer,"Super Micro Computer, Inc.",San Jose,102500.0,18.54
141,"Staff Software Engineer, Core Tools",Magic Leap - Multiple Locations,San Jose,121000.0,18.54
142,Software Engineer,Biztek Innovations,San Jose,93500.0,18.54
143,Software Engineer - Supply Chain,Workday,San Jose,113500.0,18.54
144,Software Engineer IV (E4),Applied Materials Inc.,San Jose,116000.0,18.54
145,Software Engineer (Cloud),TigerGraph,San Jose,129000.0,18.54
146,Software Engineer (Graduate),Anomali,San Jose,125500.0,18.54
147,Software Engineer Internship (Customer Tech),Walmart eCommerce,San Jose,123500.0,18.54
148,Software Engineer,Real-Time Innovations,San Jose,126500.0,18.54
149,Software Engineer,Aphelion Technologies,San Jose,117500.0,18.54
151,Program Assistant,City of Mountain View,San Jose,75274.5,18.54
152,Bioinformatician,selfdecode.com,San Jose,130000.0,18.54
153,"Software Engineer, Frontend",Enlitic,San Jose,145000.0,18.54
154,Information Systems Programmer Analyst,San Francisco Department of Elections,San Jose,84409.0,18.54
157,Software Engineer,TekIntegra,San Jose,72800.0,18.54
158,R&D Imaging Processing Algorithm Engineer in ShenZhen or Bei...,Shenzhen Skyverse Limited (http://skyverse.cn/),San Jose,95000.0,18.54
159,"Software Engineer, Full stack","OmniTier, Inc.",San Jose,115000.0,18.54
161,Backend Engineer,Super Lucky Casino,San Jose,120000.0,18.54
163,Robotics Software Engineer - Controls & Pathplanning,ViaBot Inc.,San Jose,60000.0,18.54
165,Software Engineer Intern in Test Automation - 1,Nanometrics Incorporated,San Jose,105500.0,18.54
166,J2EE Software Developer,Locus Technologies,San Jose,126500.0,18.54
167,Software Test Engineer,TCL Research America,San Jose,101500.0,18.54
168,Software Engineer - Java,Symantec,San Jose,102500.0,18.54
169,Software Engineer,Sphere,San Jose,110000.0,18.54
170,Quality Engineer - Automation,Limelight Health,San Jose,113500.0,18.54
171,Concept and Prototype Engineer (Software),Sony Interactive Entertainment PlayStation,San Jose,125500.0,18.54
172,OpenStack Software Dev Engineer II,Oath Inc,San Jose,138500.0,18.54
173,Software Dev Engineer I - Yahoo Mail,Oath Inc,San Jose,120000.0,18.54
174,Software Technical Support/Test Engineer,Quadbase Systems,San Jose,87000.0,18.54
175,Software Development Engineer: SSE,Cisco Careers,San Jose,134000.0,18.54
176,Frontend Software Engineer Internship Customer Tech,Walmart Stores,San Jose,137000.0,18.54
177,Software Engineer (Junior),HelloSign,San Jose,125000.0,18.54
178,Software Engineer in Test,Xage Security,San Jose,118000.0,18.54
179,Software Engineer - Network Manageability,Cisco Careers,San Jose,153500.0,18.54
180,"Software Engineer, SparkX",Facebook,San Jose,107500.0,18.54
181,Sr. Software Engineer (Controls),FreeWire Technologies Inc.,San Jose,138500.0,18.54
182,"Software Engineer, Revenue Productivity",Twitter,San Jose,132500.0,18.54
183,Software Engineer 3,Paypal,San Jose,118500.0,18.54
184,"Software Engineer, Test Automation & Release Pipeline",Kitty Hawk,San Jose,124000.0,18.54
185,Software Development Engineer in Test,BitTorrent Inc.,San Jose,114000.0,18.54
186,Software Development Engineer in Test,Tron,San Jose,114000.0,18.54
187,Software Test Engineer,Big Switch Networks,San Jose,111500.0,18.54
188,Staff Systems Engineer - Ecomm,Walmart,San Jose,121000.0,18.54
189,Software Engineer,Verseon,San Jose,123500.0,18.54
190,Software Engineer,MindTek,San Jose,110500.0,18.54
191,Software Developer : 19-02283,Akraya Inc.,San Jose,106000.0,18.54
192,Software Engineer,Daimler,San Jose,95000.0,18.54
193,Executive Assistant - Public Works,City of Walnut Creek,San Jose,71883.0,18.54
195,Information Systems Specialist,"U.S. Bankruptcy Court, Northern District of CA",San Jose,76596.0,18.54
196,Technical Support Associate (Japanese speaker) ),SUPERMICRO COMPUTER INC,San Jose,60000.0,18.54
198,SCADA Analyst II,Monterey One Water,San Jose,114067.5,18.54
202,Senior Software Engineer,The Lawner Group,San Jose,170000.0,18.54
203,IT Helpdesk Support,"AEye, Inc",San Jose,45000.0,18.54
204,Sr. Software Quality Assurance Engineer,DionyMed (DYME),San Jose,100000.0,18.54
205,Sr. Software QA Engineer,KlearExpress,San Jose,112500.0,18.54
207,Software Engineer - Linux,"RackWare, Inc.",San Jose,105000.0,18.54
208,Software Engineer,Proofpoint,San Jose,121000.0,18.54
209,"Software Engineer, Front End",eBay Inc.,San Jose,121000.0,18.54
210,Embedded Software Engineer,GlobalEdge Software Inc,San Jose,110500.0,18.54
211,CDNETWORKS/QUANTIL - Career Opportunity (Software Engineer-...,"Quantil, Inc.",San Jose,111500.0,18.54
212,Full Stack Software Engineer,Trantor Inc,San Jose,128500.0,18.54
213,Lead Software Engineer,Sojern,San Jose,140000.0,18.54
214,Autonomous Driving Software Test Engineer,XMotors.ai,San Jose,115500.0,18.54
215,Software Engineering II,Microsoft,San Jose,139500.0,18.54
216,Software Engineer,Excorcan,San Jose,175000.0,18.54
217,"WhatsApp - Software Engineer, Product (Full Stack)",Facebook,San Jose,110000.0,18.54
218,Software Engineer,TCL Research America,San Jose,124000.0,18.54
219,Senior Software Engineer (Backend Developer),Samsung Research America,San Jose,159500.0,18.54
220,Back End Software Engineer,Proofpoint,San Jose,119000.0,18.54
221,Software Engineer 3 - Test Automation,f5,San Jose,130000.0,18.54
222,Software Product Owner,Tech Soft 3D,San Jose,130500.0,18.54
223,Software Engineer - Portal/API (Summer Internship),Quantil Inc.,San Jose,42500.0,18.54
224,Full Stack Engineer,Grove,San Jose,135000.0,18.54
225,Software Development in Test,Rubrik,San Jose,111500.0,18.54
226,NEXTracker IoT FullStack Software Developer,NEXTracker,San Jose,101000.0,18.54
227,Staff Software Engineer - Java,General Electric,San Jose,116000.0,18.54
228,Computer System Analyst,INGENIOUS SOFT,San Jose,102000.0,18.54
229,"Software Developer, Backend - Yahoo Entertainment",Oath Inc,San Jose,124000.0,18.54
230,"2019 Intern, Software Engineering Firmware: Summer or Fall",Ampere Computing,San Jose,141500.0,18.54
231,Senior Software Engineer,FarApp,San Jose,125000.0,18.54
232,"Full Time Brand Educator, San Jose",Kikoko,San Jose,51000.0,18.54
235,Chaplain,US Department of Justice,San Jose,104090.5,18.54
238,Software Engineer,EverestLabs.AI,San Jose,105000.0,18.54
239,Management Analyst - Operations,Santa Clara Valley Transportation Authority,San Jose,95832.0,18.54
240,Customer Success Manager,Franpos Inc.,San Jose,52500.0,18.54
241,Software Engineering - Software Validation & Quality Assuran...,Marvell,San Jose,109000.0,18.54
242,Software Engineer,Microchip Technology,San Jose,115000.0,18.54
243,Software Developer - Java,Capgemini,San Jose,87500.0,18.54
244,Software Engineer,Palantir Technologies,San Jose,131000.0,18.54
245,Software Engineer,Whirlpool Corporation,San Jose,110500.0,18.54
246,Software Developer,Fab Light,San Jose,110500.0,18.54
247,Software Developer,V2Solutions,San Jose,108500.0,18.54
248,Software Developer,Hyadestechinc,San Jose,101000.0,18.54
249,Backend Software Engineer,Guidebook,San Jose,128000.0,18.54
250,Technical Support Engineer,"BUSINESS INTEGRA, INC",San Jose,92500.0,18.54
251,JAVA Software Developer / Engineer,RF Coverage,San Jose,127500.0,18.54
252,Software Engineer,Insight Engines,San Jose,128500.0,18.54
253,Software Engineer,Compology,San Jose,160000.0,18.54
254,FRONT END SOFTWARE ENGINEER,Schlumberger,San Jose,116000.0,18.54
255,Back-End Software Engineer | Search,Houzz,San Jose,140500.0,18.54
256,Software Engineer,Bio-Techne,San Jose,121500.0,18.54
257,Software Engineer - Subscriptions,Adobe,San Jose,151000.0,18.54
258,Front End Software Engineer,"NovoEd, Inc.",San Jose,117500.0,18.54
259,Staff Software Engineer,Aruba Networks,San Jose,115000.0,18.54
260,Software QA Engineer - Anti-Malware,Malwarebytes,San Jose,104500.0,18.54
261,"Software Engineer, HTML5 Video, Google Cloud Platform",Google,San Jose,121000.0,18.54
262,Software Developer,Spectrum Technologies LLC,San Jose,96500.0,18.54
263,"Sr. Software Engineer, Desktop Engineering",Box,San Jose,133500.0,18.54
264,Backend Software Engineer,Survata,San Jose,154500.0,18.54
265,Software Engineer,Noblis,San Jose,110500.0,18.54
266,Software Engineer,Atson Advisors,San Jose,90000.0,18.54
267,Senior Software Engineer,Saavn,San Jose,135500.0,18.54
268,Software Developer,IDEA HELIX,San Jose,95000.0,18.54
269,Software Developer Engineer in Test,Blue Owl,San Jose,125000.0,18.54
272,Java Software Architect,Nile Global Inc.,San Francisco,175000.0,18.73
273,ASP.NET / C# / Agile Software Developer - Full-time - San Fr...,TechSaga's direct client in San Francisco,San Francisco,130000.0,18.73
274,Software Implementation Consultant,CIO Options,San Francisco,132500.0,18.73
275,autonomous vehicle software developer,Job Future,San Francisco,170000.0,18.73
276,Software QA Tester,"Stottler Henke Associates, Inc.",San Francisco,81500.0,18.73
277,Software developer,Hatchways,San Francisco,67500.0,18.73
280,Backend Software QA Test Engineer,Cellpoint Systems,San Francisco,114500.0,18.73
281,Jr. Software Engineer,Keyo,San Francisco,95000.0,18.73
282,Software Engineer,Compology,San Francisco,160000.0,18.73
283,Entry level Software Engineer,HCL America,San Francisco,60000.0,18.73
284,Administrative Associate,Stanford University,San Francisco,62500.0,18.73
285,"Software Engineer, Frontend",Enlitic,San Francisco,145000.0,18.73
287,Java + Webservices,Wissda,San Francisco,145000.0,18.73
288,Software Engineer,Excorcan,San Francisco,175000.0,18.73
289,Full Stack Software Engineer,AgileMD,San Francisco,152500.0,18.73
290,Backend Developer,Compology,San Francisco,167500.0,18.73
291,Software Engineer,Navisens,San Francisco,110000.0,18.73
292,Software Engineer and Co-Founder,"Daycare Owl, Inc",San Francisco,110000.0,18.73
293,Software Engineer,Carnegie Technologies,San Francisco,145000.0,18.73
297,Software Engineer (Robotics & Autonomous Vehicle),Volvo Cars Technology,San Francisco,160000.0,18.73
298,CTO,Sapien,San Francisco,160000.0,18.73
299,Registrar,San Mateo County Community College District,San Francisco,123948.0,18.73
301,Frontend Developer - CPT OPT,The Plum Tree Group,San Francisco,60000.0,18.73
302,Software Developer Engineer in Test,Blue Owl,San Francisco,125000.0,18.73
307,Equal Opportunity Specialist,US Department of Housing and Urban Development,San Francisco,72047.0,18.73
308,IT Specialist,US General Services Administration,San Francisco,135505.0,18.73
309,Software Engineer - Customer Engineering (All Levels) - San...,Bluescape Software,San Francisco,143000.0,18.73
310,Full Stack Software Engineer,Callisto,San Francisco,116500.0,18.73
311,Software Engineer - Performance (JAVA),Uber,San Francisco,136000.0,18.73
312,Software Development Engineer in Test (UI/Data/Python),Telegraph Hill Software,San Francisco,113000.0,18.73
313,Software Engineer,VERBBA,San Francisco,109500.0,18.73
314,UI Engineer Prototyper,Samsung Electronics,San Francisco,136000.0,18.73
315,Senior Software Engineer - VDB,Invitae,San Francisco,145000.0,18.73
316,New Graduate Software Engineer,Lucid Motors,San Francisco,109000.0,18.73
317,Software Development Engineer in Test,BitTorrent Inc.,San Francisco,114000.0,18.73
318,Staff Software Engineer - Robotics,"Auris Health, Inc.",San Francisco,133000.0,18.73
319,Software Engineer (Back End),Monitise,San Francisco,118000.0,18.73
320,"Software Engineer, Sr I",Synopsys,San Francisco,122500.0,18.73
321,Back-End Developer - Consumer Banking Technology,Goldman Sachs,San Francisco,135500.0,18.73
322,"Software Engineer, Engagement",Quizlet,San Francisco,128500.0,18.73
323,"Frontend Software Engineer, AI Tooling",Tesla,San Francisco,127500.0,18.73
324,Software Engineer,Oktana,San Francisco,122000.0,18.73
325,Frontend Software Engineer - Talent Products,Uber,San Francisco,142000.0,18.73
326,"Staff Software Engineer, Open VisaNet",Visa,San Francisco,134000.0,18.73
327,Software Engineer - Greenplum Database - San Francisco,Pivotal Software,San Francisco,136000.0,18.73
328,Java Backend Application Engineer,YDTS GROUP,San Francisco,129000.0,18.73
329,Full Stack Software Engineer- Data Product Development,Visa,San Francisco,148500.0,18.73
330,Software Development Engineer,Oath Inc,San Francisco,142500.0,18.73
331,Software Development Engineer in Test- GUI,Datera,San Francisco,123000.0,18.73
332,Backend Software Engineer,Survata,San Francisco,154500.0,18.73
333,Technical Support Engineer,"BUSINESS INTEGRA, INC",San Francisco,92500.0,18.73
334,Software Quality Engineer,Kaleidoscope,San Francisco,95500.0,18.73
335,Backend Software Engineer,Guidebook,San Francisco,128000.0,18.73
337,Software Architect (full-time),Motive Medical Intelligence,San Francisco,155000.0,18.73
338,People Operations Coordinator,Built Robotics,San Francisco,82500.0,18.73
342,"Staff Software Engineer, Desktop Engineering",Box,San Francisco,146000.0,18.73
344,Software Engineer,Oath Inc,San Francisco,128500.0,18.73
345,Jr. Project Manager,Accrualify,San Francisco,62500.0,18.73
346,Software Engineer (Full Stack),"PVM, Inc",San Francisco,131000.0,18.73
347,Software Engineer,Cepheid,San Francisco,110000.0,18.73
348,Java Developer,Accenture,San Francisco,126000.0,18.73
349,Software Developer,Fab Light,San Francisco,110500.0,18.73
350,Software Development Engineer in Test,Ridecell,San Francisco,111500.0,18.73
351,Game Engine Software Engineer (Unreal Developer),The Computer Science Proficiency Assessment,San Francisco,145000.0,18.73
352,"Intelligence Analyst - Position in JUPITER, FL - RELO OFFERE...",G4S LatAm,San Francisco,75000.0,18.73
353,Software Engineer - Bioinformatics,Databricks,San Francisco,138000.0,18.73
354,"Staff Software Engineer, Core Tools",Magic Leap - Multiple Locations,San Francisco,121000.0,18.73
355,Software Engineer - Backend,Cloudflare,San Francisco,131500.0,18.73
356,Software Engineer – 1,Versa Networks,San Francisco,148500.0,18.73
357,Staff Software Engineer - Structured Search,Zendesk,San Francisco,119000.0,18.73
358,Software Engineer IV (E4),Applied Materials Inc.,San Francisco,116000.0,18.73
359,Data Scientist,Rev.com,San Francisco,114000.0,18.73
360,Embedded Software Engineer,GlobalEdge Software Inc,San Francisco,110500.0,18.73
361,Director of Software Engineering,CarIQ,San Francisco,153000.0,18.73
362,"Software Engineer I - Redwood City, CA",Guardant Health,San Francisco,138000.0,18.73
363,Software Engineer (Frontend),Anchorage,San Francisco,143000.0,18.73
365,Software Engineer-UI Web Mobile Developer (CTO Team),Cisco Careers,San Francisco,112500.0,18.73
366,"Backend Software engineer - Node, Go",Cellpoint Systems,San Francisco,96500.0,18.73
367,Onboarding Manager,"Gainfully, Inc.",San Francisco,92500.0,18.73
370,Channel Partner Manager,Gorgias,San Francisco,125000.0,18.73
373,Senior Director Customer Success,Skedulo,San Francisco,180000.0,18.73
376,Administrative Assistant,Transportation Security Administration,San Francisco,44003.0,18.73
377,Digital District Project Manager,San Francisco Unified School District,San Francisco,127379.0,18.73
378,Field Alliance in San Francisco,HireResourcesLLC,San Francisco,125000.0,18.73
379,"Software Engineer, iOS, Lifecycle",Slack,San Francisco,116000.0,18.73
380,Software Engineer,Thumbtack,San Francisco,142500.0,18.73
381,"Software Engineer, Backend (San Francisco)",Cockroach Labs,San Francisco,145000.0,18.73
382,"Software Engineer, Infrastructure",Gusto,San Francisco,119000.0,18.73
383,Software Engineer 2,Intuit,San Francisco,123000.0,18.73
384,Software Engineer,Krypton Consulting,San Francisco,111500.0,18.73
385,"Software Engineer, Sunshine",Zendesk,San Francisco,130000.0,18.73
386,Software Engineer,HCL Technologies,San Francisco,119000.0,18.73
387,Software Engineer,Invitae,San Francisco,126500.0,18.73
389,Software Engineer,Nuna,San Francisco,132000.0,18.73
390,Software Engineer,Blockstream,San Francisco,133500.0,18.73
391,Software Engineer,Quadbase Systems,San Francisco,113500.0,18.73
392,Software QA Performance Engineer (API-Base Security),Palo Alto Networks,San Francisco,145000.0,18.73
393,Software Engineer - Messaging Services,Twilio,San Francisco,143500.0,18.73
394,Senior Software Engineer - Orchestration Runtime,Twilio,San Francisco,156000.0,18.73
395,Product Development - Software Developer,Knowledge Decision Securities,San Francisco,112500.0,18.73
397,Concept and Prototype Engineer (Software),Sony Interactive Entertainment PlayStation,San Francisco,125500.0,18.73
398,"Software Engineer, Growth",Gusto,San Francisco,131000.0,18.73
399,Software Engineer with AUTOSAR,Visteon Corporation,San Francisco,111000.0,18.73
400,Software Engineer,Telaria,San Francisco,121000.0,18.73
401,Full Stack Software Engineer,Dropbox,San Francisco,130000.0,18.73
402,Senior Software Engineer,Marco Polo,San Francisco,133500.0,18.73
403,Java J2EE Developer,People To Go,San Francisco,115000.0,18.73
404,"Software Engineer, Embedded Systems - Bay Area",Google,San Francisco,131500.0,18.73
405,Software Architect,Veeva Systems,San Francisco,145500.0,18.73
407,Software Engineer - Performance,Joyent,San Francisco,134000.0,18.73
408,Distinguished Software Engineer,Walmart eCommerce,San Francisco,113500.0,18.73
409,Software Engineer (Backend),Anchorage,San Francisco,139500.0,18.73
410,Software Engineer-Front End,Peerspace,San Francisco,132500.0,18.73
411,Staff (Full Stack Java) Software Engineer - Data Product Dev...,Visa,San Francisco,110500.0,18.73
412,Staff Software Development Engineer in Test,MobileIron,San Francisco,136500.0,18.73
413,"Staff Backend Engineer, Uploads and Downloads",Box,San Francisco,159000.0,18.73
414,Software Developer,3Qi Labs,San Francisco,96500.0,18.73
415,Software Engineer in Test Intern,Telenav,San Francisco,122500.0,18.73
416,"Sr. Backend Engineer, Compute",Box,San Francisco,158000.0,18.73
417,"Front End Software Engineer, YouTube",YouTube,San Francisco,123500.0,18.73
418,Sr Software Developer - Multi-tenant (SQL Cache Group),Oracle,San Francisco,105000.0,18.73
419,"Software Engineer, Backend Platform",Tinder,San Francisco,170500.0,18.73
420,"Software Developer, Energy Platform - San Francisco, CA",Shell,San Francisco,145000.0,18.73
421,"Senior Software Engineer, Applications Engineering",Tesla,San Francisco,139500.0,18.73
422,"Software Engineer, Compiler",Facebook,San Francisco,95000.0,18.73
423,"Software Engineer, Web Performance (Instagram)",Facebook,San Francisco,112500.0,18.73
424,Software Engineer - Discovery/ML Platforms,Twitch,San Francisco,135000.0,18.73
425,Software Engineer (Golang/Go),Tesla,San Francisco,117500.0,18.73
426,Full Stack Software Engineer,SimplyInsured,San Francisco,107000.0,18.73
427,Senior Software Developer,Pariveda Solutions,San Francisco,122000.0,18.73
428,"Software Engineer, Full-Stack",LimeBike,San Francisco,125000.0,18.73
429,Software Engineer in Test,Dealpath,San Francisco,118000.0,18.73
430,"Software Engineer, AI Tooling",Tesla,San Francisco,163000.0,18.73
431,Data Engineer,RoundhouseOne,San Francisco,75000.0,18.73
432,Software Engineer,Tinfoil Security,San Francisco,110000.0,18.73
433,Programmer Analyst,Charvi Information Technologies,San Francisco,55162.0,18.73
434,R&D Imaging Processing Algorithm Engineer in ShenZhen or Bei...,Shenzhen Skyverse Limited (http://skyverse.cn/),San Francisco,95000.0,18.73
435,Software Engineer - ASP.NET / C#,Ivalua,San Francisco,132000.0,18.73
436,Software Engineer - Backend,Xwing,San Francisco,125000.0,18.73
437,"Software Engineer, Backend-Indexing",FuelX,San Francisco,147500.0,18.73
438,2019 Internship - Software Engineer - Vudu,Walmart eCommerce,San Francisco,117500.0,18.73
439,Software Engineer,Element Analytics,San Francisco,128000.0,18.73
440,"Staff Software Engineer, Organization",Evernote,San Francisco,148000.0,18.73
441,Scientific Software Engineer,Citrine,San Francisco,149500.0,18.73
442,"Intern, Development - Engineering",Coupa,San Francisco,110000.0,18.73
443,"Senior Software Engineer, EMV Solutions (REF16761O) - Visa D...",Visa,San Francisco,113500.0,18.73
