,Job_Title,Company,Location,Salary,Cost of Living
189,System Software Engineer,Marvell,"Santa Clara, CA",111000.0,18.54
190,Senior Software Engineer,Saavn,"Mountain View, CA",135500.0,18.54
191,DevOps Software Engineer,Akamai,"Santa Clara, CA",136000.0,18.54
192,IT Helpdesk Support,"AEye, Inc","Pleasanton, CA",45000.0,18.54
193,Software Test Engineer - (E3),Applied Materials Inc.,"Santa Clara, CA",130500.0,18.54
194,Lead Software Developer,OpenVPN Inc.,"Pleasanton, CA 94588",121500.0,18.54
195,Software Engineer - Test,Zippin,"San Francisco, CA",114500.0,18.54
196,Software Development Engineer,Adobe,"San Jose, CA",120000.0,18.54
197,SDET (QA Automation Engineer),Audible Magic,"Los Gatos, CA 95032",110500.0,18.54
198,Software Engineer - Platform,Insight Engines,"San Francisco, CA 94105 (Financial District area)",129500.0,18.54
199,Software Engineer,"University of California, Santa Cruz","Santa Cruz, CA",120000.0,18.54
200,Software Engineer - Structured Search,Zendesk,"San Francisco, CA 94103 (South Of Market area)",119000.0,18.54
201,Software Developer,Mashgin,"Palo Alto, CA",93500.0,18.54
202,IoT Software Architect,Whirlpool Corporation,"San Jose, CA 95124 (Cambrian Park area)",145500.0,18.54
203,Software Developer,WinWire,"Santa Clara, CA 95054",95000.0,18.54
205,Backend Engineer,Super Lucky Casino,"San Francisco, CA",120000.0,18.54
211,Chaplain,US Department of Justice,"Dublin, CA",104090.5,18.54
213,Technical Support Engineer,"BUSINESS INTEGRA, INC","San Mateo, CA",92500.0,18.54
214,Software Engineer,Compology,"San Francisco, CA 94103 (South Of Market area)",160000.0,18.54
215,Backend Software Engineer,StubHub,"San Francisco, CA 94105 (Financial District area)",143500.0,18.54
216,Software Engineer - Subscriptions,Adobe,"San Jose, CA",151000.0,18.54
217,Software Engineer - Customer Engineering (All Levels) - San...,Bluescape Software,"San Carlos, CA",143000.0,18.54
218,Software Engineer,Lark Technologies,"Mountain View, CA 94040",127500.0,18.54
219,"Software Engineer, Android",Poshmark,"Redwood City, CA",134500.0,18.54
220,Software Engineer,TCL Research America,"San Jose, CA",124000.0,18.54
221,Software Engineer,Guardian Analytics,"Mountain View, CA 94040",109000.0,18.54
222,"Software Engineer, Search",Atlassian,"Mountain View, CA",177000.0,18.54
223,Software Engineer - Back End,Petuum,"Sunnyvale, CA",140500.0,18.54
224,University Graduate Hire- Software & QA Engineer (CIBU),NetApp,"Sunnyvale, CA 94089",115500.0,18.54
225,Embedded Software Developer,Optiz,"Palo Alto, CA",107500.0,18.54
226,Staff Data Software Engineer,Meltwater,"Santa Clara, CA",130000.0,18.54
227,Software Engineer,Whirlpool Corporation,"San Jose, CA 95124 (Cambrian Park area)",110500.0,18.54
228,Software Engineer (723),ENEA Software & Services,"San Jose, CA",134000.0,18.54
229,"Software Engineer - Distributed Query ProcessingSanta Clara,...",Dremio,"Santa Clara, CA 95054",154000.0,18.54
230,Software Engineer (Cloud),TigerGraph,"Redwood City, CA",129000.0,18.54
231,"Software Engineer, SDK",DFINITY,"Palo Alto, CA",118500.0,18.54
232,Software Engineer,Bigfoot Biomedical,"Milpitas, CA 95035",110000.0,18.54
233,Software Developer,endpoint Clinical,"San Francisco, CA 94133 (Russian Hill area)",96500.0,18.54
234,Backend Software Engineer,Survata,"San Francisco, CA",154500.0,18.54
235,Software Engineer Internship- Practice Fusion,Allscripts,"San Francisco, CA",130000.0,18.54
236,Software/Automation Engineer,Aruba Networks,"Santa Clara, CA 95054",123500.0,18.54
237,DevOps Engineering Intern,Synopsys,"Mountain View, CA 94043",140000.0,18.54
238,Software Engineer (Spectroscopy),Picarro,"Santa Clara, CA 95054",131000.0,18.54
240,911 Communications Calltaker,County of San Mateo,"San Mateo, CA",63690.0,18.54
241,Software Developer - System Debug,L&T Technology Services Ltd.,"Santa Clara, CA",117000.0,18.54
243,Director of Software Engineering,Cisco Careers,"Milpitas, CA",156500.0,18.54
244,"Director, Software Engineering",Walmart eCommerce,"Sunnyvale, CA 94087",126500.0,18.54
245,"Director, Software Engineering",Walmart Stores,"Sunnyvale, CA 94087",126500.0,18.54
246,Economic Development Coordinator I/II - INTERNAL,"City of Santa Cruz, CA","Santa Cruz, CA",83220.0,18.54
248,Software Engineering Manager – Client Engineering,Minerva Networks,"San Jose, CA 95110 (Downtown area)",145000.0,18.54
249,Software Engineer,CSS Solutions,"Fremont, CA 94538 (Irvington area)",105500.0,18.54
250,Software Engineer,Revinate,"San Francisco, CA 94129",132000.0,18.54
253,Software Engineer,Comity,"Santa Clara, CA",87500.0,18.54
256,Software Engineer,Onymos Inc,"Los Altos, CA",120000.0,18.54
257,Software Engineer,EverestLabs.AI,"Fremont, CA",105000.0,18.54
258,Software Engineering Internship- Customer Tech,Walmart Stores,"Sunnyvale, CA 94087",147500.0,18.54
259,Software Architect (W2/Fulltime),Spotline Inc,"Pleasanton, CA",138500.0,18.54
261,"Software Engineer, Front End",Google,"Sunnyvale, CA",116000.0,18.54
263,Software Engineer,Walt Disney Direct-to-Consumer and International,"Richmond, CA",118000.0,18.54
264,Software Engineer,Disney Streaming Services,"Richmond, CA",118000.0,18.54
265,J2EE Software Developer,Locus Technologies,"Mountain View, CA 94043",126500.0,18.54
271,Software/Network Engineer : IoT,DLS Professional Services/ Cisco,"San Jose, CA",115000.0,18.54
272,Program Specialist - Webmaster,US Department of Veterans Affairs,"San Francisco, CA 94102 (Downtown area)",70247.0,18.54
273,Software Developer - Fall 2019,PagerDuty,"San Francisco, CA",127500.0,18.73
274,Software Engineer 1 - Entry Level,MyVest,"San Francisco, CA 94105 (Financial District area)",119000.0,18.73
275,Software Engineer,Microsoft,"San Francisco, CA 94105 (Financial District area)",128500.0,18.73
276,Software Engineer (All Levels),SoFi,"San Francisco, CA",143500.0,18.73
277,Backend Engineer - Device Software,Fitbit,"San Francisco, CA 94105 (Financial District area)",135500.0,18.73
278,Entry-Level Full Stack Developer,IBM,"San Jose, CA",111000.0,18.73
279,Software Engineer - University Graduate (Entry Level),Snowflake Computing,"San Mateo, CA 94401 (North Central area)",136000.0,18.73
280,Backend Software Engineer - Features,Fitbit,"San Francisco, CA 94105 (Financial District area)",133000.0,18.73
281,2019 Uber Career Prep Fellowship - Software Engineering,Uber,"San Francisco, CA 94103 (South Of Market area)",114500.0,18.73
282,Full-Time Jr. Software Engineer at Venture Backed Startup in...,Robin Healthcare,"Berkeley, CA 94704",70000.0,18.73
283,Software Engineer,Twitter,"San Francisco, CA 94103 (South Of Market area)",130000.0,18.73
284,"Software Engineering Front End, Back End, and Full Stack Int...",Tesla,"Palo Alto, CA",119000.0,18.73
285,Software developer,Hatchways,"San Francisco, CA",67500.0,18.73
286,"Software Engineer (Fullstack), Caviar",Square,"San Francisco, CA 94103 (South Of Market area)",130000.0,18.73
287,Software Engineer (or Internship exceeding 6 months),Lattice Engines,"San Mateo, CA 94404",129000.0,18.73
288,"Software Engineer, Front End",Google,"San Francisco, CA 94105 (Financial District area)",126000.0,18.73
289,Fall 2019 Software Engineering Co-op,Salesforce,"San Francisco, CA 94105 (Financial District area)",106000.0,18.73
290,Software QA Engineer,Paypal,"San Francisco, CA 94107 (South Of Market area)",99500.0,18.73
291,"Software Engineer, Backend",Tesla,"Fremont, CA",120000.0,18.73
292,"Summer 2019 Intern, Software Engineer",Salesforce,"Palo Alto, CA",119000.0,18.73
293,Software Engineer,Tesla,"Fremont, CA",114000.0,18.73
294,Software Engineer,IBM,"Foster City, CA 94404",120000.0,18.73
295,Jr. Software Engineer,Keyo,"Palo Alto, CA",95000.0,18.73
296,Software Engineer,Compology,"San Francisco, CA 94103 (South Of Market area)",160000.0,18.73
297,Software QA Tester,"Stottler Henke Associates, Inc.","San Mateo, CA",81500.0,18.73
298,Entry level Software Engineer,HCL America,"Sunnyvale, CA",60000.0,18.73
299,Java + Webservices,Wissda,"Sunnyvale, CA",145000.0,18.73
300,"Software Engineer, Frontend",Enlitic,"San Francisco, CA 94111 (Financial District area)",145000.0,18.73
301,Sr. Software QA Engineer,KlearExpress,"San Jose, CA 95110 (Downtown area)",112500.0,18.73
302,Software Engineer,Bay Area Environmental Research Institute,"Mountain View, CA 94035",140000.0,18.73
303,Game Engine Developer,"RightHook, Inc.","San Jose, CA 95112 (Downtown area)",135000.0,18.73
310,Information Systems Specialist,"U.S. Bankruptcy Court, Northern District of CA","San Francisco, CA",76596.0,18.73
311,"AVP, Synchrony Ventures",Synchrony,"San Francisco, CA",110000.0,18.73
312,autonomous vehicle software developer,Job Future,"Palo Alto, CA",170000.0,18.73
313,Backend Developer,Compology,"San Francisco, CA 94103 (South Of Market area)",167500.0,18.73
314,Software Engineer,Navisens,"San Francisco, CA",110000.0,18.73
315,Software Developer,"iMINDS Technology Systems, Inc","Sunnyvale, CA",90000.0,18.73
316,Software Engineer - Processing Efficiency,Blend Labs,"San Francisco, CA",123500.0,18.73
318,Software Engineer,ThousandEyes,"San Francisco, CA 94102 (Downtown area)",119000.0,18.73
321,Java-J2EE-Developer,Wipro LTD,"Foster City, CA",101500.0,18.73
322,Software Engineer,Blue Sages,"Mountain View, CA",102000.0,18.73
323,Frontend Software Engineer (Growth),Philo,"San Francisco, CA",125000.0,18.73
324,"Software Engineer, Traffic and Observability",Square,"San Francisco, CA 94103 (South Of Market area)",113500.0,18.73
326,Associate Software Engineer,Veeva Systems,"Pleasanton, CA 94588",118500.0,18.73
327,Software Engineer,Adobe,"San Jose, CA",141500.0,18.73
329,Software Engineer,DELUXE CORPORATION,"San Francisco, CA",100000.0,18.73
330,Director of City Hall Events,City & County of San Francisco,"San Francisco, CA 94103 (South Of Market area)",118586.0,18.73
331,Software Tester II,JDA TSG,"Cupertino, CA",74000.0,18.73
332,"Software Engineer, Frontend",Expanse,"San Francisco, CA",130000.0,18.73
333,Software Developer,Comity,"San Francisco, CA",108500.0,18.73
334,Full Stack Software Engineer,AgileMD,"San Francisco, CA",152500.0,18.73
335,Support Specialist,Stitch Labs,"San Francisco, CA",63000.0,18.73
336,CTO,Sapien,"San Francisco Bay Area, CA",160000.0,18.73
337,Software Engineer - Container Fabric,New Relic,"San Francisco, CA",117000.0,18.73
338,Software Engineer,Carnegie Technologies,"San Francisco, CA",145000.0,18.73
342,Channel Partner Manager,Gorgias,"San Francisco, CA",125000.0,18.73
346,Admissions & Records Assistant III,San Mateo County Community College District,"San Bruno, CA",74844.0,18.73
348,Call Center Representative (Helpdesk),SUPERMICRO COMPUTER INC,"San Jose, CA 95131 (North Valley area)",62500.0,18.73
349,Information Systems Programmer Analyst,San Francisco Department of Elections,"San Francisco, CA 94102 (Downtown area)",84409.0,18.73
352,AWS Architect,Enterprise Peak,"San Francisco, CA",180000.0,18.73
354,Administrative Assistant,Transportation Security Administration,"San Francisco, CA",44003.0,18.73
355,Application Specialist,"Anatomage, Inc.","San Jose, CA 95110 (Downtown area)",70000.0,18.73
360,Executive Assistant I,County of Santa Clara,"Santa Clara, CA",63319.5,18.73
364,Software Engineer,"zGlue, Inc.","Mountain View, CA 94043",110000.0,18.73
368,IT Specialist,US General Services Administration,"San Francisco, CA",135505.0,18.73
371,Software Generalist – Fullstack,Burstorm,"San Carlos, CA",115000.0,18.73
372,Software Engineering Internship- Customer Tech,Walmart Stores,"Sunnyvale, CA 94087",147500.0,18.73
373,Software Engineer - Customer Engineering (All Levels) - San...,Bluescape Software,"San Carlos, CA",143000.0,18.73
374,Full Stack Software Engineer,Callisto,"San Francisco, CA",116500.0,18.73
375,Software Engineer - Performance (JAVA),Uber,"San Francisco, CA 94105 (Financial District area)",136000.0,18.73
376,Software Development Engineer in Test (UI/Data/Python),Telegraph Hill Software,"San Mateo, CA",113000.0,18.73
377,Software Engineer,VERBBA,"San Francisco, CA",109500.0,18.73
378,UI Engineer Prototyper,Samsung Electronics,"Mountain View, CA",136000.0,18.73
379,Senior Software Engineer - VDB,Invitae,"San Francisco, CA 94107 (South Of Market area)",145000.0,18.73
380,Backend Software Engineer,Survata,"San Francisco, CA",154500.0,18.73
381,New Graduate Software Engineer,Lucid Motors,"Newark, CA",109000.0,18.73
382,Software Development Engineer in Test,BitTorrent Inc.,"San Francisco, CA 94107 (South Of Market area)",114000.0,18.73
383,Staff Software Engineer - Robotics,"Auris Health, Inc.","Redwood City, CA",133000.0,18.73
384,Software Engineer (Back End),Monitise,"San Francisco, CA",118000.0,18.73
385,"Software Engineer, Sr I",Synopsys,"San Francisco, CA",122500.0,18.73
386,Back-End Developer - Consumer Banking Technology,Goldman Sachs,"San Francisco, CA 94104 (Financial District area)",135500.0,18.73
387,Software Engineer,Quizlet,"San Francisco, CA",128500.0,18.73
388,"Frontend Software Engineer, AI Tooling",Tesla,"Palo Alto, CA",127500.0,18.73
389,Software Engineer,Oktana,"San Francisco Bay Area, CA",122000.0,18.73
390,Frontend Software Engineer - Talent Products,Uber,"San Francisco, CA 94105 (Financial District area)",142000.0,18.73
391,"Staff Software Engineer, Open VisaNet",Visa,"Foster City, CA",134000.0,18.73
392,Software Engineer - Greenplum Database - San Francisco,Pivotal Software,"San Francisco, CA",136000.0,18.73
393,Java Backend Application Engineer,YDTS GROUP,"Mountain View, CA",129000.0,18.73
